convolution_P100_processed,,,,,,,,,,
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings,,,,
Genetic local search,0.830282899839038,0.073196863168522,0,117.2,3.78504037128336,pop_size=32, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.862844297515438,0.078453835700611,0.08,115.78,3.73231886119509,pop_size=32, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.837151465675767,0.072370592234018,0.02,125.28,2.82149186185794,pop_size=32, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.87330597539057,0.070872406228363,0.06,123.34,2.98711518741028,pop_size=32, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.845240786136766,0.066716727567152,0.02,143.42,2.96296872637383,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.870834380328316,0.059586117896605,0.02,141.04,3.07697174215832,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.861998005691306,0.083820774501278,0.06,127.96,5.36032286569473,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.853929127713062,0.070527234854209,0.04,127.52,4.55909049289976,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.846045520381646,0.050620096381366,0,139.88,3.87898577108049,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.86024406175316,0.064932493091515,0.02,138.18,3.52072580643276,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.876432586727195,0.062150453523665,0.02,142.96,3.36221501333843,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.867581889765087,0.053837264318362,0.02,141.26,3.23128836376389,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.874299180169247,0.05659963546726,0.02,127.28,4.3661031988327,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.867331804382416,0.059251202402802,0,126.96,5.32977772634515,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.845213674322837,0.057380349081968,0.02,139.8,3.55137225561602,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.861743857454062,0.080650134719994,0.06,138.92,3.43356778804526,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.845270055458664,0.066882818375494,0.02,143.28,2.68054213219061,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.850656279930538,0.080132518844267,0.02,142.46,2.86577268135916,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.838271886152389,0.067808638901368,0,128.24,4.3825255974432,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.867537496329348,0.07673794498195,0.02,126.24,4.42423751069271,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.854434317744445,0.071675954700269,0.02,139.62,3.99943873613306,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.853137404057198,0.062546067931677,0,138.9,4.22456373789178,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.866285016465079,0.06975573311932,0.02,142.7,2.97094776329792,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.855143319636127,0.062863887192041,0.02,141.42,3.56908494532405,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.844693817446716,0.065261562323712,0,128.42,4.73842305637904,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.858152564297895,0.076531458818281,0.08,127.36,4.96830772322459,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.848029024340455,0.053726649906943,0.04,140.02,3.41957152107616,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.857469358298409,0.067471864851486,0.06,139.12,3.13401353161191,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.861996752149324,0.057061953537155,0.02,143.16,3.48384024564027,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.86447973397057,0.057098232980805,0.04,141.48,3.40611694647457,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.860126081401102,0.062538193065752,0.04,128.2,5.0223988089277,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.865187965258619,0.073881071262193,0.06,127.2,5.08298482133063,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.856670277727773,0.059388178280072,0.04,139.7,3.64915422126994,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.867129393013112,0.068198490620986,0.08,139.02,4.40542337375658,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.867413624114132,0.060392752094547,0.04,142.82,3.25570143544132,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.88118916048982,0.058546459790784,0.06,140.64,2.58535909162597,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.87269309410212,0.070627551855486,0,128.12,4.40611819530757,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.887602430836604,0.070099081767381,0.1,126.98,4.83393615757492,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.900621042856284,0.065480592380188,0.04,140.12,3.46787001615972,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.88638728803618,0.069846236949189,0.12,137.96,3.65870502349938,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.872602776522118,0.068219657949978,0.08,143.34,2.88281325182502,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.896515776792359,0.067742732767978,0.2,141.54,3.14422048351886,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.890113604034531,0.069891427328859,0.08,128.06,4.78692948324404,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.891513029389217,0.067286796868297,0.12,127.66,4.70609678383005,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.888438718844639,0.077588314792524,0.12,140.36,3.94223597591467,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.878665343439327,0.07694043993438,0.1,137.56,4.50469143204717,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.867282464798829,0.082559258366666,0.02,142.92,2.58599051405366,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.870451890605904,0.070718641088639,0.06,141.2,2.79211718367029,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.876044560419432,0.064068284545175,0.04,126.98,5.06484482104087,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.863528607261602,0.068905874593265,0.06,126.64,4.36011608158521,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.881022689083414,0.063736869397589,0.02,140.18,3.39681723778875,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.886198285897948,0.068854117246904,0.14,138.36,3.71296679879845,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.87054129280888,0.066279634974905,0.02,142.82,2.80444253982564,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.884091763769957,0.063727201632658,0.1,141.86,2.67268877838824,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.866964864351572,0.06472332983522,0.04,128.14,5.59157529554188,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.880278702958417,0.082104792685517,0.18,126.1,5.24209803768822,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.871132475350522,0.059030327053883,0.02,140.08,3.37965099031343,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.871920078737979,0.075364677934308,0.1,137.92,3.48079277857027,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.875622998386273,0.06142344269362,0.04,142.98,3.07385286384554,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.896787658987128,0.075407834944676,0.18,141.12,3.31748613949091,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.866536931663916,0.071611535296357,0.06,128.08,4.95217948308147,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.885335340059651,0.074967305292021,0.14,127.36,5.28285637023868,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.878582756892514,0.066090731195673,0.04,139.2,4.05069910821652,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.881876907595706,0.080954064402033,0.08,137.98,2.86064071601494,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function RandomGreedyHillclimb at 0x7f32222d4a60>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.847531912972735,0.064804209288495,0.02,142.28,3.90729302401422,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.857755423507754,0.056667848557832,0,141.5,3.60979393385522,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.810075713004581,0.089642584797634,0.02,128.22,4.41837535937436,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.864777219622835,0.058927528501542,0,127.22,4.0872624439488,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.820454474181778,0.055656421481142,0,140.02,3.50212763319438,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.86713327441684,0.069679239245367,0.04,139.24,3.62283010354939,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.833799404369505,0.072505517405011,0.02,143.36,3.07564494646809,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.863364076751617,0.057229806802468,0.04,141.46,2.91519593628606,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.835340790291932,0.074642894611502,0,128.7,5.58149274159609,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.856983362980754,0.062423762225558,0,126.24,5.09325283976713,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.828130566765831,0.056495552257084,0,141.06,4.12760740104275,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=Hamming
Genetic local search,0.873723259131031,0.074307624399389,0.06,138.5,3.93959492375362,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function select_best_half at 0x7f3225cbd1f0>, nbour_method=adjacent
Genetic local search,0.831805105058806,0.06492067238229,0.02,143.7,2.9433425397195,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.870043480588927,0.074334410881817,0.1,141.7,2.8943999413364,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.829183552376695,0.063504567387101,0,128.4,5.52914356581818,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.853789597513051,0.065053023147736,0,128.68,3.73860172486223,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.817942073728719,0.061154666112325,0.02,140.4,3.36245779883995,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=Hamming
Genetic local search,0.84332983497466,0.072784285013134,0.04,139.2,3.71428571428571,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament2_selection at 0x7f3225cbd280>, nbour_method=adjacent
Genetic local search,0.848245146288581,0.071327989618594,0,143.18,3.56679699679229,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.861406120505871,0.063194025541032,0.04,142.78,3.05253324038797,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.823815573584733,0.07170585685904,0,127.7,5.18337215900764,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.85712227674457,0.079384851105164,0.04,126.54,5.72573852290279,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.839630264889265,0.062027566030446,0,138.8,3.74710772817257,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=Hamming
Genetic local search,0.866750192213408,0.070151717201591,0.06,138.62,4.28519044417598,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament4_selection at 0x7f3225cbd310>, nbour_method=adjacent
Genetic local search,0.83909730555053,0.060438775255027,0,143.4,3.61967413123426,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.858790888540087,0.06645602798709,0.04,141.32,3.17155726894598,pop_size=50, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.834111713030234,0.06795817704821,0,127.78,4.22958482065345,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.85306136290277,0.068898714213851,0.02,126.32,5.392511814866,pop_size=50, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.833536020059874,0.075229094698088,0,140.1,3.12494897917534,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=Hamming
Genetic local search,0.866022781631112,0.071209556374213,0.06,139.88,3.8947374227073,pop_size=50, reproductor=<function onepoint_crossover at 0x7f3225cb5700>, hillclimber=<function StochasticHillclimb at 0x7f32222d4d30>, selector=<function tournament8_selection at 0x7f3225cbd3a0>, nbour_method=adjacent
Genetic local search,0.938527001569588,0.054519542237956,0.3,149.6,4.56249126362038,pop_size=2, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
Genetic local search,0.644173464627274,0.417076975616363,0.14,92.9,53.3617802536304,pop_size=2, reproductor=<function uniform_crossover at 0x7f3225cb5670>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=adjacent
Genetic local search,0.947729614628421,0.047066780755133,0.32,150.06,1.3763305250868,pop_size=2, reproductor=<function twopoint_crossover at 0x7f3225cb5790>, hillclimber=<function BestHillclimb at 0x7f32222d4ca0>, selector=<function RTS at 0x7f3225cbd160>, nbour_method=Hamming
